"fifa17_1879","full_transfermarkt_1536","1.0"
"fifa17_8428","full_transfermarkt_754","1.0"
"fifa17_4592","full_transfermarkt_3793","0.8"
"fifa17_13570","full_transfermarkt_3118","1.0"
"fifa17_5902","full_transfermarkt_1792","0.8"
"fifa17_5901","full_transfermarkt_1790","0.8"
"fifa17_5904","full_transfermarkt_1791","0.8"
"fifa17_4956","full_transfermarkt_217","1.0"
"fifa17_206","full_transfermarkt_11","1.0"
"fifa17_3178","full_transfermarkt_3772","0.8"
"fifa17_5802","full_transfermarkt_1674","0.8"
"fifa17_3113","full_transfermarkt_3709","0.8"
"fifa17_209","full_transfermarkt_16","1.0"
"fifa17_5906","full_transfermarkt_1787","1.0"
"fifa17_5907","full_transfermarkt_1788","0.8"
"fifa17_211","full_transfermarkt_17","1.0"
"fifa17_5286","full_transfermarkt_3060","1.0"
"fifa17_1874","full_transfermarkt_1538","1.0"
"fifa17_5293","full_transfermarkt_3071","1.0"
"fifa17_3183","full_transfermarkt_3774","1.0"
"fifa17_3172","full_transfermarkt_3778","1.0"
"fifa17_3189","full_transfermarkt_3788","1.0"
"fifa17_8107","full_transfermarkt_2083","1.0"
"fifa17_1860","full_transfermarkt_1535","1.0"
"fifa17_3124","full_transfermarkt_3711","0.8"
"fifa17_2152","full_transfermarkt_206","1.0"
"fifa17_6026","full_transfermarkt_4709","1.0"
"fifa17_10549","full_transfermarkt_2017","1.0"
"fifa17_265","full_transfermarkt_90","0.8"
"fifa17_8430","full_transfermarkt_735","1.0"
"fifa17_5562","full_transfermarkt_4781","1.0"
"fifa17_5563","full_transfermarkt_4780","1.0"
"fifa17_5565","full_transfermarkt_4756","1.0"
"fifa17_269","full_transfermarkt_3527","1.0"
"fifa17_647","full_transfermarkt_2548","0.8"
"fifa17_2150","full_transfermarkt_265","1.0"
"fifa17_11168","full_transfermarkt_2101","1.0"
"fifa17_3672","full_transfermarkt_391","1.0"
"fifa17_1911","full_transfermarkt_546","0.6666666666666667"
"fifa17_642","full_transfermarkt_2532","1.0"
"fifa17_643","full_transfermarkt_2531","0.8"
"fifa17_639","full_transfermarkt_2536","1.0"
"fifa17_3421","full_transfermarkt_114","1.0"
"fifa17_17203","full_transfermarkt_1884","0.8"
"fifa17_1751","full_transfermarkt_2803","1.0"
"fifa17_1696","full_transfermarkt_293","1.0"
"fifa17_1378","full_transfermarkt_2470","1.0"
"fifa17_239","full_transfermarkt_3570","1.0"
"fifa17_3374","full_transfermarkt_2567","0.8"
"fifa17_3376","full_transfermarkt_2569","0.8"
"fifa17_514","full_transfermarkt_2426","1.0"
"fifa17_3360","full_transfermarkt_2551","1.0"
"fifa17_3363","full_transfermarkt_2555","0.8"
"fifa17_3687","full_transfermarkt_397","1.0"
"fifa17_3686","full_transfermarkt_399","1.0"
"fifa17_525","full_transfermarkt_2444","0.8"
"fifa17_284","full_transfermarkt_3502","0.8"
"fifa17_9823","full_transfermarkt_3746","0.8"
"fifa17_67","full_transfermarkt_4444","1.0"
"fifa17_1008","full_transfermarkt_3515","0.8"
"fifa17_9039","full_transfermarkt_1015","1.0"
"fifa17_2918","full_transfermarkt_1241","1.0"
"fifa17_1006","full_transfermarkt_3511","1.0"
"fifa17_140","full_transfermarkt_1489","1.0"
"fifa17_1002","full_transfermarkt_3504","1.0"
"fifa17_70","full_transfermarkt_4448","1.0"
"fifa17_150","full_transfermarkt_1475","1.0"
"fifa17_11802","full_transfermarkt_5332","0.8"
"fifa17_11719","full_transfermarkt_2735","0.8"
"fifa17_6656","full_transfermarkt_3089","1.0"
"fifa17_1642","full_transfermarkt_1383","1.0"
"fifa17_1634","full_transfermarkt_1394","1.0"
"fifa17_1641","full_transfermarkt_1388","1.0"
"fifa17_11801","full_transfermarkt_5356","1.0"
"fifa17_7896","full_transfermarkt_2286","1.0"
"fifa17_2310","full_transfermarkt_1519","1.0"
"fifa17_8699","full_transfermarkt_5032","1.0"
"fifa17_7893","full_transfermarkt_2280","1.0"
"fifa17_3930","full_transfermarkt_1688","0.6222222222222222"
"fifa17_2314","full_transfermarkt_1511","1.0"
"fifa17_7891","full_transfermarkt_2282","1.0"
"fifa17_3856","full_transfermarkt_4153","0.8"
"fifa17_3934","full_transfermarkt_1684","0.8222222222222223"
"fifa17_8114","full_transfermarkt_2089","0.8"
"fifa17_581","full_transfermarkt_2469","0.8"
"fifa17_8694","full_transfermarkt_5042","1.0"
"fifa17_10401","full_transfermarkt_375","0.8"
"fifa17_8503","full_transfermarkt_3888","0.8"
"fifa17_8681","full_transfermarkt_5031","1.0"
"fifa17_2304","full_transfermarkt_1512","1.0"
"fifa17_579","full_transfermarkt_2465","0.7375"
"fifa17_9053","full_transfermarkt_859","1.0"
"fifa17_2309","full_transfermarkt_1514","0.8"
"fifa17_569","full_transfermarkt_2454","1.0"
"fifa17_7882","full_transfermarkt_2270","0.8222222222222223"
"fifa17_3944","full_transfermarkt_1676","0.8"
"fifa17_560","full_transfermarkt_2466","1.0"
"fifa17_90","full_transfermarkt_4453","1.0"
"fifa17_3175","full_transfermarkt_3784","1.0"
"fifa17_571","full_transfermarkt_2451","1.0"
"fifa17_8682","full_transfermarkt_5023","1.0"
"fifa17_8688","full_transfermarkt_5026","1.0"
"fifa17_115","full_transfermarkt_1464","1.0"
"fifa17_10811","full_transfermarkt_3786","0.8"
"fifa17_4573","full_transfermarkt_3799","1.0"
"fifa17_87","full_transfermarkt_4447","1.0"
"fifa17_563","full_transfermarkt_2468","1.0"
"fifa17_3174","full_transfermarkt_3787","1.0"
"fifa17_588","full_transfermarkt_2448","0.8"
"fifa17_91","full_transfermarkt_4459","1.0"
"fifa17_8120","full_transfermarkt_2088","0.8"
"fifa17_8122","full_transfermarkt_2087","1.0"
"fifa17_82","full_transfermarkt_4456","1.0"
"fifa17_73","full_transfermarkt_4467","1.0"
"fifa17_585","full_transfermarkt_2453","0.8"
