"stadiums_20150302_87","fifa17_20021","1.0"
"stadiums_20150302_75","fifa17_20075","1.0"
"stadiums_20150302_29","fifa17_20026","1.0"
"stadiums_20150302_144","fifa17_20606","1.0"
"stadiums_20150302_62","fifa17_20500","1.0"
"stadiums_20150302_21","fifa17_20481","1.0"
"stadiums_20150302_26","fifa17_20125","1.0"
"stadiums_20150302_47","fifa17_20219","1.0"
"stadiums_20150302_25","fifa17_20391","1.0"
"stadiums_20150302_72","fifa17_20128","1.0"
"stadiums_20150302_159","fifa17_20562","1.0"
"stadiums_20150302_5","fifa17_20004","1.0"
"stadiums_20150302_19","fifa17_20432","1.0"
"stadiums_20150302_79","fifa17_20089","1.0"
"stadiums_20150302_32","fifa17_20107","1.0"
"stadiums_20150302_164","fifa17_20255","1.0"
"stadiums_20150302_22","fifa17_20195","1.0"
"stadiums_20150302_78","fifa17_20140","1.0"
"stadiums_20150302_27","fifa17_20280","1.0"
"stadiums_20150302_88","fifa17_20009","1.0"
"stadiums_20150302_80","fifa17_20050","1.0"
"stadiums_20150302_71","fifa17_20095","1.0"
"stadiums_20150302_6","fifa17_20017","1.0"
"stadiums_20150302_23","fifa17_20595","1.0"
"stadiums_20150302_14","fifa17_20047","1.0"
"stadiums_20150302_35","fifa17_20022","1.0"
"stadiums_20150302_30","fifa17_20249","1.0"
"stadiums_20150302_73","fifa17_20077","1.0"
"stadiums_20150302_63","fifa17_20085","1.0"
"stadiums_20150302_70","fifa17_20187","1.0"
"stadiums_20150302_3","fifa17_20473","1.0"
"stadiums_20150302_7","fifa17_20199","1.0"
"stadiums_20150302_8","fifa17_20014","1.0"
"stadiums_20150302_137","fifa17_20461","1.0"
"stadiums_20150302_145","fifa17_20572","1.0"
"stadiums_20150302_40","fifa17_20568","1.0"
"stadiums_20150302_43","fifa17_20067","1.0"
"stadiums_20150302_42","fifa17_20046","1.0"
"stadiums_20150302_37","fifa17_20527","1.0"
"stadiums_20150302_84","fifa17_20031","1.0"
"stadiums_20150302_101","fifa17_20027","1.0"
"stadiums_20150302_153","fifa17_20612","1.0"
"stadiums_20150302_53","fifa17_20588","1.0"
"stadiums_20150302_36","fifa17_20064","1.0"
"stadiums_20150302_100","fifa17_20000","1.0"
"stadiums_20150302_41","fifa17_20251","1.0"
"stadiums_20150302_148","fifa17_20543","1.0"
"stadiums_20150302_118","fifa17_20023","1.0"
"stadiums_20150302_16","fifa17_20054","1.0"
"stadiums_20150302_99","fifa17_20223","1.0"
"stadiums_20150302_143","fifa17_20569","1.0"
"stadiums_20150302_58","fifa17_20540","1.0"
"stadiums_20150302_15","fifa17_20080","1.0"
"stadiums_20150302_1","fifa17_20005","1.0"
"stadiums_20150302_85","fifa17_20367","1.0"
"stadiums_20150302_76","fifa17_20301","1.0"
"stadiums_20150302_163","fifa17_20619","1.0"
"stadiums_20150302_54","fifa17_20383","1.0"
"stadiums_20150302_28","fifa17_20573","1.0"
"stadiums_20150302_2","fifa17_20208","1.0"
"stadiums_20150302_34","fifa17_20202","1.0"
"stadiums_20150302_147","fifa17_20561","1.0"
"stadiums_20150302_141","fifa17_20560","1.0"
"stadiums_20150302_9","fifa17_20008","1.0"
"stadiums_20150302_55","fifa17_20563","1.0"
